Case    |No      |Node    |    F_X(t)  |    F_Y(t)  |    F_Z(t)  |    M_X(t.m)|    M_Y(t.m)|    M_Z(t.m)
    276.|      1.|    249.|       25.70|      -51.51|        1.16|        0.00|        0.00|        0.00
    276.|      2.|    122.|       46.02|       57.79|        1.65|        0.00|        0.00|        0.00
    276.|      3.|    122.|       46.02|       57.79|        1.65|        0.00|        0.00|        0.00
    276.|      4.|    122.|       46.02|       57.79|        1.65|        0.00|        0.00|        0.00
    276.|      5.|    122.|       46.02|       57.79|        1.65|        0.00|        0.00|        0.00
    276.|      6.|    122.|       46.02|       57.79|        1.65|        0.00|        0.00|        0.00
    277.|      1.|    249.|       25.34|      -50.79|        1.16|        0.00|        0.00|        0.00
    277.|      2.|    122.|       46.26|       58.32|        1.65|        0.00|        0.00|        0.00
    277.|      3.|    122.|       46.26|       58.32|        1.65|        0.00|        0.00|        0.00
    277.|      4.|    122.|       46.26|       58.32|        1.65|        0.00|        0.00|        0.00
    277.|      5.|    122.|       46.26|       58.32|        1.65|        0.00|        0.00|        0.00
    277.|      6.|    122.|       46.26|       58.32|        1.65|        0.00|        0.00|        0.00
    278.|      1.|    249.|       24.97|      -50.06|        1.16|        0.00|        0.00|        0.00
    278.|      2.|    122.|       46.49|       58.84|        1.65|        0.00|        0.00|        0.00
    278.|      3.|    122.|       46.49|       58.84|        1.65|        0.00|        0.00|        0.00
    278.|      4.|    122.|       46.49|       58.84|        1.65|        0.00|        0.00|        0.00
    278.|      5.|    122.|       46.49|       58.84|        1.65|        0.00|        0.00|        0.00
    278.|      6.|    122.|       46.49|       58.84|        1.65|        0.00|        0.00|        0.00
    279.|      1.|    249.|       24.60|      -49.31|        1.16|        0.00|        0.00|        0.00
    279.|      2.|    122.|       46.70|       59.33|        1.65|        0.00|        0.00|        0.00
    279.|      3.|    122.|       46.70|       59.33|        1.65|        0.00|        0.00|        0.00
    279.|      4.|    122.|       46.70|       59.33|        1.65|        0.00|        0.00|        0.00
    279.|      5.|    122.|       46.70|       59.33|        1.65|        0.00|        0.00|        0.00
    279.|      6.|    122.|       46.70|       59.33|        1.65|        0.00|        0.00|        0.00
    280.|      1.|    249.|       24.21|      -48.55|        1.16|        0.00|        0.00|        0.00
    280.|      2.|    122.|       46.90|       59.81|        1.65|        0.00|        0.00|        0.00
    280.|      3.|    122.|       46.90|       59.81|        1.65|        0.00|        0.00|        0.00
    280.|      4.|    122.|       46.90|       59.81|        1.65|        0.00|        0.00|        0.00
    280.|      5.|    122.|       46.90|       59.81|        1.65|        0.00|        0.00|        0.00
    280.|      6.|    122.|       46.90|       59.81|        1.65|        0.00|        0.00|        0.00
    281.|      1.|    249.|       23.82|      -47.77|        1.16|        0.00|        0.00|        0.00
    281.|      2.|    122.|       47.08|       60.28|        1.65|        0.00|        0.00|        0.00
    281.|      3.|    122.|       47.08|       60.28|        1.65|        0.00|        0.00|        0.00
    281.|      4.|    122.|       47.08|       60.28|        1.65|        0.00|        0.00|        0.00
    281.|      5.|    122.|       47.08|       60.28|        1.65|        0.00|        0.00|        0.00
    281.|      6.|    122.|       47.08|       60.28|        1.65|        0.00|        0.00|        0.00
    282.|      1.|    249.|       23.43|      -46.98|        1.16|        0.00|        0.00|        0.00
    282.|      2.|    122.|       47.25|       60.72|        1.65|        0.00|        0.00|        0.00
    282.|      3.|    122.|       47.25|       60.72|        1.65|        0.00|        0.00|        0.00
    282.|      4.|    122.|       47.25|       60.72|        1.65|        0.00|        0.00|        0.00
    282.|      5.|    122.|       47.25|       60.72|        1.65|        0.00|        0.00|        0.00
    282.|      6.|    122.|       47.25|       60.72|        1.65|        0.00|        0.00|        0.00
    283.|      1.|    249.|       23.02|      -46.17|        1.16|        0.00|        0.00|        0.00
    283.|      2.|    122.|       47.41|       61.14|        1.65|        0.00|        0.00|        0.00
    283.|      3.|    122.|       47.41|       61.14|        1.65|        0.00|        0.00|        0.00
    283.|      4.|    122.|       47.41|       61.14|        1.65|        0.00|        0.00|        0.00
    283.|      5.|    122.|       47.41|       61.14|        1.65|        0.00|        0.00|        0.00
    283.|      6.|    122.|       47.41|       61.14|        1.65|        0.00|        0.00|        0.00
    284.|      1.|    249.|       22.61|      -45.35|        1.16|        0.00|        0.00|        0.00
    284.|      2.|    122.|       47.55|       61.55|        1.65|        0.00|        0.00|        0.00
    284.|      3.|    122.|       47.55|       61.55|        1.65|        0.00|        0.00|        0.00
    284.|      4.|    122.|       47.55|       61.55|        1.65|        0.00|        0.00|        0.00
    284.|      5.|    122.|       47.55|       61.55|        1.65|        0.00|        0.00|        0.00
    284.|      6.|    122.|       47.55|       61.55|        1.65|        0.00|        0.00|        0.00
    285.|      1.|    249.|       22.19|      -44.52|        1.16|        0.00|        0.00|        0.00
    285.|      2.|    122.|       47.67|       61.94|        1.65|        0.00|        0.00|        0.00
    285.|      3.|    122.|       47.67|       61.94|        1.65|        0.00|        0.00|        0.00
    285.|      4.|    122.|       47.67|       61.94|        1.65|        0.00|        0.00|        0.00
    285.|      5.|    122.|       47.67|       61.94|        1.65|        0.00|        0.00|        0.00
    285.|      6.|    122.|       47.67|       61.94|        1.65|        0.00|        0.00|        0.00
    286.|      1.|    249.|       21.76|      -43.67|        1.16|        0.00|        0.00|        0.00
    286.|      2.|    122.|       47.78|       62.31|        1.65|        0.00|        0.00|        0.00
    286.|      3.|    122.|       47.78|       62.31|        1.65|        0.00|        0.00|        0.00
    286.|      4.|    122.|       47.78|       62.31|        1.65|        0.00|        0.00|        0.00
    286.|      5.|    122.|       47.78|       62.31|        1.65|        0.00|        0.00|        0.00
    286.|      6.|    122.|       47.78|       62.31|        1.65|        0.00|        0.00|        0.00
    287.|      1.|    249.|       21.33|      -42.81|        1.16|        0.00|        0.00|        0.00
    287.|      2.|    122.|       47.88|       62.66|        1.65|        0.00|        0.00|        0.00
    287.|      3.|    122.|       47.88|       62.66|        1.65|        0.00|        0.00|        0.00
    287.|      4.|    122.|       47.88|       62.66|        1.65|        0.00|        0.00|        0.00
    287.|      5.|    122.|       47.88|       62.66|        1.65|        0.00|        0.00|        0.00
    287.|      6.|    122.|       47.88|       62.66|        1.65|        0.00|        0.00|        0.00
    288.|      1.|    249.|       20.89|      -41.93|        1.16|        0.00|        0.00|        0.00
    288.|      2.|    122.|       47.96|       62.99|        1.65|        0.00|        0.00|        0.00
    288.|      3.|    122.|       47.96|       62.99|        1.65|        0.00|        0.00|        0.00
    288.|      4.|    122.|       47.96|       62.99|        1.65|        0.00|        0.00|        0.00
    288.|      5.|    122.|       47.96|       62.99|        1.65|        0.00|        0.00|        0.00
    288.|      6.|    122.|       47.96|       62.99|        1.65|        0.00|        0.00|        0.00
    289.|      1.|    249.|       20.44|      -41.05|        1.16|        0.00|        0.00|        0.00
    289.|      2.|    122.|       48.03|       63.30|        1.65|        0.00|        0.00|        0.00
    289.|      3.|    122.|       48.03|       63.30|        1.65|        0.00|        0.00|        0.00
    289.|      4.|    122.|       48.03|       63.30|        1.65|        0.00|        0.00|        0.00
    289.|      5.|    122.|       48.03|       63.30|        1.65|        0.00|        0.00|        0.00
    289.|      6.|    122.|       48.03|       63.30|        1.65|        0.00|        0.00|        0.00
    290.|      1.|    249.|       19.99|      -40.15|        1.16|        0.00|        0.00|        0.00
    290.|      2.|    122.|       48.08|       63.59|        1.65|        0.00|        0.00|        0.00
    290.|      3.|    122.|       48.08|       63.59|        1.65|        0.00|        0.00|        0.00
    290.|      4.|    122.|       48.08|       63.59|        1.65|        0.00|        0.00|        0.00
    290.|      5.|    122.|       48.08|       63.59|        1.65|        0.00|        0.00|        0.00
    290.|      6.|    122.|       48.08|       63.59|        1.65|        0.00|        0.00|        0.00
    291.|      1.|    249.|       19.54|      -39.24|        1.16|        0.00|        0.00|        0.00
    291.|      2.|    122.|       48.12|       63.86|        1.65|        0.00|        0.00|        0.00
    291.|      3.|    122.|       48.12|       63.86|        1.65|        0.00|        0.00|        0.00
    291.|      4.|    122.|       48.12|       63.86|        1.65|        0.00|        0.00|        0.00
    291.|      5.|    122.|       48.12|       63.86|        1.65|        0.00|        0.00|        0.00
    291.|      6.|    122.|       48.12|       63.86|        1.65|        0.00|        0.00|        0.00
    292.|      1.|    249.|       19.07|      -38.31|        1.16|        0.00|        0.00|        0.00
    292.|      2.|    122.|       48.15|       64.11|        1.65|        0.00|        0.00|        0.00
    292.|      3.|    122.|       48.15|       64.11|        1.65|        0.00|        0.00|        0.00
    292.|      4.|    122.|       48.15|       64.11|        1.65|        0.00|        0.00|        0.00
    292.|      5.|    122.|       48.15|       64.11|        1.65|        0.00|        0.00|        0.00
    292.|      6.|    122.|       48.15|       64.11|        1.65|        0.00|        0.00|        0.00
    293.|      1.|    249.|       18.60|      -37.38|        1.16|        0.00|        0.00|        0.00
    293.|      2.|    122.|       48.16|       64.35|        1.65|        0.00|        0.00|        0.00
    293.|      3.|    122.|       48.16|       64.35|        1.65|        0.00|        0.00|        0.00
    293.|      4.|    122.|       48.16|       64.35|        1.65|        0.00|        0.00|        0.00
    293.|      5.|    122.|       48.16|       64.35|        1.65|        0.00|        0.00|        0.00
    293.|      6.|    122.|       48.16|       64.35|        1.65|        0.00|        0.00|        0.00
    294.|      1.|    249.|       18.13|      -36.43|        1.16|        0.00|        0.00|        0.00
    294.|      2.|    122.|       48.15|       64.56|        1.65|        0.00|        0.00|        0.00
    294.|      3.|    122.|       48.15|       64.56|        1.65|        0.00|        0.00|        0.00
    294.|      4.|    122.|       48.15|       64.56|        1.65|        0.00|        0.00|        0.00
    294.|      5.|    122.|       48.15|       64.56|        1.65|        0.00|        0.00|        0.00
    294.|      6.|    122.|       48.15|       64.56|        1.65|        0.00|        0.00|        0.00
    295.|      1.|    249.|       17.65|      -35.47|        1.16|        0.00|        0.00|        0.00
    295.|      2.|    122.|       48.13|       64.76|        1.65|        0.00|        0.00|        0.00
    295.|      3.|    122.|       48.13|       64.76|        1.65|        0.00|        0.00|        0.00
    295.|      4.|    122.|       48.13|       64.76|        1.65|        0.00|        0.00|        0.00
    295.|      5.|    122.|       48.13|       64.76|        1.65|        0.00|        0.00|        0.00
    295.|      6.|    122.|       48.13|       64.76|        1.65|        0.00|        0.00|        0.00
    296.|      1.|    249.|       17.16|      -34.50|        1.16|        0.00|        0.00|        0.00
    296.|      2.|    122.|       48.09|       64.93|        1.65|        0.00|        0.00|        0.00
    296.|      3.|    122.|       48.09|       64.93|        1.65|        0.00|        0.00|        0.00
    296.|      4.|    122.|       48.09|       64.93|        1.65|        0.00|        0.00|        0.00
    296.|      5.|    122.|       48.09|       64.93|        1.65|        0.00|        0.00|        0.00
    296.|      6.|    122.|       48.09|       64.93|        1.65|        0.00|        0.00|        0.00
    297.|      1.|    249.|       16.67|      -33.52|        1.16|        0.00|        0.00|        0.00
    297.|      2.|    122.|       48.05|       65.09|        1.65|        0.00|        0.00|        0.00
    297.|      3.|    122.|       48.05|       65.09|        1.65|        0.00|        0.00|        0.00
    297.|      4.|    122.|       48.05|       65.09|        1.65|        0.00|        0.00|        0.00
    297.|      5.|    122.|       48.05|       65.09|        1.65|        0.00|        0.00|        0.00
    297.|      6.|    122.|       48.05|       65.09|        1.65|        0.00|        0.00|        0.00
    298.|      1.|    249.|       16.17|      -32.53|        1.16|        0.00|        0.00|        0.00
    298.|      2.|    122.|       47.98|       65.22|        1.65|        0.00|        0.00|        0.00
    298.|      3.|    122.|       47.98|       65.22|        1.65|        0.00|        0.00|        0.00
    298.|      4.|    122.|       47.98|       65.22|        1.65|        0.00|        0.00|        0.00
    298.|      5.|    122.|       47.98|       65.22|        1.65|        0.00|        0.00|        0.00
    298.|      6.|    122.|       47.98|       65.22|        1.65|        0.00|        0.00|        0.00
    299.|      1.|    249.|       15.67|      -31.54|        1.16|        0.00|        0.00|        0.00
    299.|      2.|    122.|       47.90|       65.34|        1.65|        0.00|        0.00|        0.00
    299.|      3.|    122.|       47.90|       65.34|        1.65|        0.00|        0.00|        0.00
    299.|      4.|    122.|       47.90|       65.34|        1.65|        0.00|        0.00|        0.00
    299.|      5.|    122.|       47.90|       65.34|        1.65|        0.00|        0.00|        0.00
    299.|      6.|    122.|       47.90|       65.34|        1.65|        0.00|        0.00|        0.00
    300.|      1.|    249.|       15.16|      -30.53|        1.16|        0.00|        0.00|        0.00
    300.|      2.|    122.|       47.81|       65.43|        1.65|        0.00|        0.00|        0.00
    300.|      3.|    122.|       47.81|       65.43|        1.65|        0.00|        0.00|        0.00
    300.|      4.|    122.|       47.81|       65.43|        1.65|        0.00|        0.00|        0.00
    300.|      5.|    122.|       47.81|       65.43|        1.65|        0.00|        0.00|        0.00
    300.|      6.|    122.|       47.81|       65.43|        1.65|        0.00|        0.00|        0.00
    301.|      1.|    249.|       14.65|      -29.51|        1.16|        0.00|        0.00|        0.00
    301.|      2.|    122.|       47.70|       65.51|        1.65|        0.00|        0.00|        0.00
    301.|      3.|    122.|       47.70|       65.51|        1.65|        0.00|        0.00|        0.00
    301.|      4.|    122.|       47.70|       65.51|        1.65|        0.00|        0.00|        0.00
    301.|      5.|    122.|       47.70|       65.51|        1.65|        0.00|        0.00|        0.00
    301.|      6.|    122.|       47.70|       65.51|        1.65|        0.00|        0.00|        0.00
    302.|      1.|    249.|       14.14|      -28.48|        1.16|        0.00|        0.00|        0.00
    302.|      2.|    122.|       47.58|       65.56|        1.65|        0.00|        0.00|        0.00
    302.|      3.|    122.|       47.58|       65.56|        1.65|        0.00|        0.00|        0.00
    302.|      4.|    122.|       47.58|       65.56|        1.65|        0.00|        0.00|        0.00
    302.|      5.|    122.|       47.58|       65.56|        1.65|        0.00|        0.00|        0.00
    302.|      6.|    122.|       47.58|       65.56|        1.65|        0.00|        0.00|        0.00
    303.|      1.|    249.|       13.62|      -27.44|        1.16|        0.00|        0.00|        0.00
    303.|      2.|    122.|       47.44|       65.60|        1.65|        0.00|        0.00|        0.00
    303.|      3.|    122.|       47.44|       65.60|        1.65|        0.00|        0.00|        0.00
    303.|      4.|    122.|       47.44|       65.60|        1.65|        0.00|        0.00|        0.00
    303.|      5.|    122.|       47.44|       65.60|        1.65|        0.00|        0.00|        0.00
    303.|      6.|    122.|       47.44|       65.60|        1.65|        0.00|        0.00|        0.00
    304.|      1.|    249.|       13.09|      -26.40|        1.16|        0.00|        0.00|        0.00
    304.|      2.|    122.|       47.29|       65.61|        1.65|        0.00|        0.00|        0.00
    304.|      3.|    122.|       47.29|       65.61|        1.65|        0.00|        0.00|        0.00
    304.|      4.|    122.|       47.29|       65.61|        1.65|        0.00|        0.00|        0.00
    304.|      5.|    122.|       47.29|       65.61|        1.65|        0.00|        0.00|        0.00
    304.|      6.|    122.|       47.29|       65.61|        1.65|        0.00|        0.00|        0.00
    305.|      1.|    249.|       12.57|      -25.35|        1.16|        0.00|        0.00|        0.00
    305.|      2.|    122.|       47.12|       65.61|        1.65|        0.00|        0.00|        0.00
    305.|      3.|    122.|       47.12|       65.61|        1.65|        0.00|        0.00|        0.00
    305.|      4.|    122.|       47.12|       65.61|        1.65|        0.00|        0.00|        0.00
    305.|      5.|    122.|       47.12|       65.61|        1.65|        0.00|        0.00|        0.00
    305.|      6.|    122.|       47.12|       65.61|        1.65|        0.00|        0.00|        0.00
    306.|      1.|    249.|       12.04|      -24.29|        1.16|        0.00|        0.00|        0.00
    306.|      2.|    122.|       46.94|       65.59|        1.65|        0.00|        0.00|        0.00
    306.|      3.|    122.|       46.94|       65.59|        1.65|        0.00|        0.00|        0.00
    306.|      4.|    122.|       46.94|       65.59|        1.65|        0.00|        0.00|        0.00
    306.|      5.|    122.|       46.94|       65.59|        1.65|        0.00|        0.00|        0.00
    306.|      6.|    122.|       46.94|       65.59|        1.65|        0.00|        0.00|        0.00
    307.|      1.|    249.|       11.50|      -23.22|        1.16|        0.00|        0.00|        0.00
    307.|      2.|    122.|       46.75|       65.54|        1.65|        0.00|        0.00|        0.00
    307.|      3.|    122.|       46.75|       65.54|        1.65|        0.00|        0.00|        0.00
    307.|      4.|    122.|       46.75|       65.54|        1.65|        0.00|        0.00|        0.00
    307.|      5.|    122.|       46.75|       65.54|        1.65|        0.00|        0.00|        0.00
    307.|      6.|    122.|       46.75|       65.54|        1.65|        0.00|        0.00|        0.00
    308.|      1.|    249.|       10.96|      -22.15|        1.16|        0.00|        0.00|        0.00
    308.|      2.|    122.|       46.54|       65.48|        1.65|        0.00|        0.00|        0.00
    308.|      3.|    122.|       46.54|       65.48|        1.65|        0.00|        0.00|        0.00
    308.|      4.|    122.|       46.54|       65.48|        1.65|        0.00|        0.00|        0.00
    308.|      5.|    122.|       46.54|       65.48|        1.65|        0.00|        0.00|        0.00
    308.|      6.|    122.|       46.54|       65.48|        1.65|        0.00|        0.00|        0.00
    309.|      1.|    249.|       10.42|      -21.06|        1.16|        0.00|        0.00|        0.00
    309.|      2.|    122.|       46.32|       65.39|        1.65|        0.00|        0.00|        0.00
    309.|      3.|    122.|       46.32|       65.39|        1.65|        0.00|        0.00|        0.00
    309.|      4.|    122.|       46.32|       65.39|        1.65|        0.00|        0.00|        0.00
    309.|      5.|    122.|       46.32|       65.39|        1.65|        0.00|        0.00|        0.00
    309.|      6.|    122.|       46.32|       65.39|        1.65|        0.00|        0.00|        0.00
    310.|      1.|    249.|        9.87|      -19.98|        1.16|        0.00|        0.00|        0.00
    310.|      2.|    122.|       46.08|       65.29|        1.65|        0.00|        0.00|        0.00
    310.|      3.|    122.|       46.08|       65.29|        1.65|        0.00|        0.00|        0.00
    310.|      4.|    122.|       46.08|       65.29|        1.65|        0.00|        0.00|        0.00
    310.|      5.|    122.|       46.08|       65.29|        1.65|        0.00|        0.00|        0.00
    310.|      6.|    122.|       46.08|       65.29|        1.65|        0.00|        0.00|        0.00
    311.|      1.|    249.|        9.33|      -18.88|        1.16|        0.00|        0.00|        0.00
    311.|      2.|    122.|       45.83|       65.16|        1.65|        0.00|        0.00|        0.00
    311.|      3.|    122.|       45.83|       65.16|        1.65|        0.00|        0.00|        0.00
    311.|      4.|    122.|       45.83|       65.16|        1.65|        0.00|        0.00|        0.00
    311.|      5.|    122.|       45.83|       65.16|        1.65|        0.00|        0.00|        0.00
    311.|      6.|    122.|       45.83|       65.16|        1.65|        0.00|        0.00|        0.00
    312.|      1.|    249.|        8.77|      -17.78|        1.16|        0.00|        0.00|        0.00
    312.|      2.|    122.|       45.56|       65.02|        1.65|        0.00|        0.00|        0.00
    312.|      3.|    122.|       45.56|       65.02|        1.65|        0.00|        0.00|        0.00
    312.|      4.|    122.|       45.56|       65.02|        1.65|        0.00|        0.00|        0.00
    312.|      5.|    122.|       45.56|       65.02|        1.65|        0.00|        0.00|        0.00
    312.|      6.|    122.|       45.56|       65.02|        1.65|        0.00|        0.00|        0.00
    313.|      1.|    249.|        8.22|      -16.68|        1.16|        0.00|        0.00|        0.00
    313.|      2.|    122.|       45.29|       64.86|        1.65|        0.00|        0.00|        0.00
    313.|      3.|    122.|       45.29|       64.86|        1.65|        0.00|        0.00|        0.00
    313.|      4.|    122.|       45.29|       64.86|        1.65|        0.00|        0.00|        0.00
    313.|      5.|    122.|       45.29|       64.86|        1.65|        0.00|        0.00|        0.00
    313.|      6.|    122.|       45.29|       64.86|        1.65|        0.00|        0.00|        0.00
    314.|      1.|    249.|        7.66|      -15.57|        1.16|        0.00|        0.00|        0.00
    314.|      2.|    122.|       44.99|       64.67|        1.65|        0.00|        0.00|        0.00
    314.|      3.|    122.|       44.99|       64.67|        1.65|        0.00|        0.00|        0.00
    314.|      4.|    122.|       44.99|       64.67|        1.65|        0.00|        0.00|        0.00
    314.|      5.|    122.|       44.99|       64.67|        1.65|        0.00|        0.00|        0.00
    314.|      6.|    122.|       44.99|       64.67|        1.65|        0.00|        0.00|        0.00
    315.|      1.|    249.|        7.11|      -14.45|        1.16|        0.00|        0.00|        0.00
    315.|      2.|    122.|       44.69|       64.47|        1.65|        0.00|        0.00|        0.00
    315.|      3.|    122.|       44.69|       64.47|        1.65|        0.00|        0.00|        0.00
    315.|      4.|    122.|       44.69|       64.47|        1.65|        0.00|        0.00|        0.00
    315.|      5.|    122.|       44.69|       64.47|        1.65|        0.00|        0.00|        0.00
    315.|      6.|    122.|       44.69|       64.47|        1.65|        0.00|        0.00|        0.00
    316.|      1.|    249.|        6.55|      -13.33|        1.16|        0.00|        0.00|        0.00
    316.|      2.|    122.|       44.37|       64.25|        1.65|        0.00|        0.00|        0.00
    316.|      3.|    122.|       44.37|       64.25|        1.65|        0.00|        0.00|        0.00
    316.|      4.|    122.|       44.37|       64.25|        1.65|        0.00|        0.00|        0.00
    316.|      5.|    122.|       44.37|       64.25|        1.65|        0.00|        0.00|        0.00
    316.|      6.|    122.|       44.37|       64.25|        1.65|        0.00|        0.00|        0.00
    317.|      1.|    249.|        5.98|      -12.21|        1.16|        0.00|        0.00|        0.00
    317.|      2.|    122.|       44.03|       64.00|        1.65|        0.00|        0.00|        0.00
    317.|      3.|    122.|       44.03|       64.00|        1.65|        0.00|        0.00|        0.00
    317.|      4.|    122.|       44.03|       64.00|        1.65|        0.00|        0.00|        0.00
    317.|      5.|    122.|       44.03|       64.00|        1.65|        0.00|        0.00|        0.00
    317.|      6.|    122.|       44.03|       64.00|        1.65|        0.00|        0.00|        0.00
    318.|      1.|    249.|        5.42|      -11.08|        1.16|        0.00|        0.00|        0.00
    318.|      2.|    122.|       43.69|       63.74|        1.65|        0.00|        0.00|        0.00
    318.|      3.|    122.|       43.69|       63.74|        1.65|        0.00|        0.00|        0.00
    318.|      4.|    122.|       43.69|       63.74|        1.65|        0.00|        0.00|        0.00
    318.|      5.|    122.|       43.69|       63.74|        1.65|        0.00|        0.00|        0.00
    318.|      6.|    122.|       43.69|       63.74|        1.65|        0.00|        0.00|        0.00
    319.|      1.|    249.|        4.85|       -9.95|        1.16|        0.00|        0.00|        0.00
    319.|      2.|    122.|       43.33|       63.46|        1.65|        0.00|        0.00|        0.00
    319.|      3.|    122.|       43.33|       63.46|        1.65|        0.00|        0.00|        0.00
    319.|      4.|    122.|       43.33|       63.46|        1.65|        0.00|        0.00|        0.00
    319.|      5.|    122.|       43.33|       63.46|        1.65|        0.00|        0.00|        0.00
    319.|      6.|    122.|       43.33|       63.46|        1.65|        0.00|        0.00|        0.00
    320.|      1.|    249.|        4.28|       -8.82|        1.16|        0.00|        0.00|        0.00
    320.|      2.|    122.|       42.95|       63.16|        1.65|        0.00|        0.00|        0.00
    320.|      3.|    122.|       42.95|       63.16|        1.65|        0.00|        0.00|        0.00
    320.|      4.|    122.|       42.95|       63.16|        1.65|        0.00|        0.00|        0.00
    320.|      5.|    122.|       42.95|       63.16|        1.65|        0.00|        0.00|        0.00
    320.|      6.|    122.|       42.95|       63.16|        1.65|        0.00|        0.00|        0.00
    321.|      1.|    249.|        3.72|       -7.68|        1.16|        0.00|        0.00|        0.00
    321.|      2.|    122.|       42.57|       62.84|        1.65|        0.00|        0.00|        0.00
    321.|      3.|    122.|       42.57|       62.84|        1.65|        0.00|        0.00|        0.00
    321.|      4.|    122.|       42.57|       62.84|        1.65|        0.00|        0.00|        0.00
    321.|      5.|    122.|       42.57|       62.84|        1.65|        0.00|        0.00|        0.00
    321.|      6.|    122.|       42.57|       62.84|        1.65|        0.00|        0.00|        0.00
    322.|      1.|    249.|        3.15|       -6.55|        1.16|        0.00|        0.00|        0.00
    322.|      2.|    122.|       42.17|       62.50|        1.65|        0.00|        0.00|        0.00
    322.|      3.|    122.|       42.17|       62.50|        1.65|        0.00|        0.00|        0.00
    322.|      4.|    122.|       42.17|       62.50|        1.65|        0.00|        0.00|        0.00
    322.|      5.|    122.|       42.17|       62.50|        1.65|        0.00|        0.00|        0.00
    322.|      6.|    122.|       42.17|       62.50|        1.65|        0.00|        0.00|        0.00
    323.|      1.|    249.|        2.57|       -5.41|        1.16|        0.00|        0.00|        0.00
    323.|      2.|    122.|       41.75|       62.14|        1.65|        0.00|        0.00|        0.00
    323.|      3.|    122.|       41.75|       62.14|        1.65|        0.00|        0.00|        0.00
    323.|      4.|    122.|       41.75|       62.14|        1.65|        0.00|        0.00|        0.00
    323.|      5.|    122.|       41.75|       62.14|        1.65|        0.00|        0.00|        0.00
    323.|      6.|    122.|       41.75|       62.14|        1.65|        0.00|        0.00|        0.00
    324.|      1.|    249.|        2.00|       -4.26|        1.16|        0.00|        0.00|        0.00
    324.|      2.|    122.|       41.33|       61.76|        1.65|        0.00|        0.00|        0.00
    324.|      3.|    122.|       41.33|       61.76|        1.65|        0.00|        0.00|        0.00
    324.|      4.|    122.|       41.33|       61.76|        1.65|        0.00|        0.00|        0.00
    324.|      5.|    122.|       41.33|       61.76|        1.65|        0.00|        0.00|        0.00
    324.|      6.|    122.|       41.33|       61.76|        1.65|        0.00|        0.00|        0.00
    325.|      1.|    249.|        1.43|       -3.12|        1.16|        0.00|        0.00|        0.00
    325.|      2.|    122.|       40.89|       61.37|        1.65|        0.00|        0.00|        0.00
    325.|      3.|    122.|       40.89|       61.37|        1.65|        0.00|        0.00|        0.00
    325.|      4.|    122.|       40.89|       61.37|        1.65|        0.00|        0.00|        0.00
    325.|      5.|    122.|       40.89|       61.37|        1.65|        0.00|        0.00|        0.00
    325.|      6.|    122.|       40.89|       61.37|        1.65|        0.00|        0.00|        0.00
    326.|      1.|    249.|        0.86|       -1.98|        1.16|        0.00|        0.00|        0.00
    326.|      2.|    122.|       40.44|       60.95|        1.65|        0.00|        0.00|        0.00
    326.|      3.|    122.|       40.44|       60.95|        1.65|        0.00|        0.00|        0.00
    326.|      4.|    122.|       40.44|       60.95|        1.65|        0.00|        0.00|        0.00
    326.|      5.|    122.|       40.44|       60.95|        1.65|        0.00|        0.00|        0.00
    326.|      6.|    122.|       40.44|       60.95|        1.65|        0.00|        0.00|        0.00
    327.|      1.|    249.|        0.28|       -0.83|        1.16|        0.00|        0.00|        0.00
    327.|      2.|    122.|       39.98|       60.52|        1.65|        0.00|        0.00|        0.00
    327.|      3.|    122.|       39.98|       60.52|        1.65|        0.00|        0.00|        0.00
    327.|      4.|    122.|       39.98|       60.52|        1.65|        0.00|        0.00|        0.00
    327.|      5.|    122.|       39.98|       60.52|        1.65|        0.00|        0.00|        0.00
    327.|      6.|    122.|       39.98|       60.52|        1.65|        0.00|        0.00|        0.00
    328.|      1.|    249.|       -0.29|        0.31|        1.16|        0.00|        0.00|        0.00
    328.|      2.|    122.|       39.50|       60.07|        1.65|        0.00|        0.00|        0.00
    328.|      3.|    122.|       39.50|       60.07|        1.65|        0.00|        0.00|        0.00
    328.|      4.|    122.|       39.50|       60.07|        1.65|        0.00|        0.00|        0.00
    328.|      5.|    122.|       39.50|       60.07|        1.65|        0.00|        0.00|        0.00
    328.|      6.|    122.|       39.50|       60.07|        1.65|        0.00|        0.00|        0.00
    329.|      1.|    249.|       -0.86|        1.46|        1.16|        0.00|        0.00|        0.00
    329.|      2.|    122.|       39.02|       59.60|        1.65|        0.00|        0.00|        0.00
    329.|      3.|    122.|       39.02|       59.60|        1.65|        0.00|        0.00|        0.00
    329.|      4.|    122.|       39.02|       59.60|        1.65|        0.00|        0.00|        0.00
    329.|      5.|    122.|       39.02|       59.60|        1.65|        0.00|        0.00|        0.00
    329.|      6.|    122.|       39.02|       59.60|        1.65|        0.00|        0.00|        0.00
    330.|      1.|    249.|       -1.44|        2.60|        1.16|        0.00|        0.00|        0.00
    330.|      2.|    122.|       38.52|       59.11|        1.65|        0.00|        0.00|        0.00
    330.|      3.|    122.|       38.52|       59.11|        1.65|        0.00|        0.00|        0.00
    330.|      4.|    122.|       38.52|       59.11|        1.65|        0.00|        0.00|        0.00
    330.|      5.|    122.|       38.52|       59.11|        1.65|        0.00|        0.00|        0.00
    330.|      6.|    122.|       38.52|       59.11|        1.65|        0.00|        0.00|        0.00
